No,Agence,Année,Trimestre,Nom du fournisseur,Numéro de référence,Date du contrat,Devis – numéro,Devis – catégorie,Devis – sous-catégorie,Contrat-début,Contrat-fin,Contrat durée (jours),Valeur du contrat (fin),Valeur du contrat (originale),Extra,Commentaires
822,Élections Canada,2006,1,TRI-CO PRINTING INC.,6-8611,2006-05-30,321,Services d'imprimerie,,2006-06-05,2007-03-31,299,20223,20223,0,
823,Élections Canada,2006,1,BRAINHUNTER  (OTTAWA)  INC.,6-8615,2006-05-31,472,Conseillers en technologie d'information,,2006-06-01,2006-11-30,182,"104566,82","104566,82",0,
824,Élections Canada,2006,1,KELLY SERVICES CANADA LTD.,6-8617,2006-06-21,813,Services d'aide temporaire,,2006-05-31,2006-08-11,72,"11455,61","11455,61",0,
825,Élections Canada,2006,1,INTÉLÉC GÉOMATIQUE INC.,6-8622,2006-06-01,472,Conseillers en technologie d'information,,2006-06-05,2006-08-31,87,"29173,55","29173,55",0,
826,Élections Canada,2006,1,"LEVESQUE, MONIQUE",6-8637,2006-06-05,813,Services d'aide temporaire,,2006-06-06,2006-11-17,164,"23144,1","23144,1",0,
827,Élections Canada,2006,1,DATAMARK SYSTEMS,6-8638,2006-06-02,321,Services d'imprimerie,,2006-05-23,2006-06-16,24,55212,55212,0,
828,Élections Canada,2006,1,CORPORATE EXPRESS,6-8646,2006-06-05,1179,Marchandises et produits divers,,2006-05-26,2006-06-16,21,"14172,15","14172,15",0,
829,Élections Canada,2006,1,TERAMACH TECHNOLOGIES INC.,6-8655,2006-06-08,472,Conseillers en technologie d'information,,2006-06-09,2006-06-30,21,"24449,5","24449,5",0,
830,Élections Canada,2006,1,INTÉLÉC GÉOMATIQUE INC.,6-8658,2006-06-08,472,Conseillers en technologie d'information,,2006-06-06,2006-07-31,55,"29804,85","29804,85",0,
831,Élections Canada,2006,1,DATAWORKS,6-8661,2006-06-16,491,Services de conseillers en gestion,,2006-05-01,2007-03-31,334,"23513,25","23513,25",0,
832,Élections Canada,2006,1,BOYD COMMERCIAL WAREHOUSING,6-8664,2006-06-09,859,Autres services commerciaux qui ne sont pas précisés ailleurs,,2006-06-02,2006-06-30,28,"12972,66","12972,66",0,
833,Élections Canada,2006,1,NATIONAL PRINTERS,6-8668,2006-06-09,321,Services d'imprimerie,,2006-06-09,2006-12-31,205,"37277,73","37277,73",0,
834,Élections Canada,2006,1,AXIDATA INC.,6-8676,2006-06-13,1179,Marchandises et produits divers,,2006-05-25,2006-06-23,29,32421,32421,0,
835,Élections Canada,2006,1,GILMORE PRINTING SERVICES INC.,6-8683,2006-06-15,321,Services d'imprimerie,,2006-06-08,2006-12-29,204,"48677,64","48677,64",0,
836,Élections Canada,2006,1,R.E. GILMORE INVESTMENTS CORP.,6-8685,2006-06-15,321,Services d'imprimerie,,2006-06-13,2007-03-31,291,10700,10700,0,
837,Élections Canada,2006,1,QRX TECHNOLOGY GROUP,6-8686,2006-06-15,1179,Marchandises et produits divers,,2006-06-15,2006-06-23,8,"34090,2","34090,2",0,
838,Élections Canada,2006,1,TRI-CO PRINTING INC.,6-8690,2006-06-15,321,Services d'imprimerie,,2006-06-15,2007-03-31,289,"13638,22","13638,22",0,
839,Élections Canada,2006,1,HUNT TEMPORARILY YOURS,6-8697,2006-06-16,351,Autres services de communication non spécifiés ailleurs,,2006-06-19,2006-09-19,92,24075,24075,0,
840,Élections Canada,2006,1,ACCURATE,6-8703,2006-06-20,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-12-31,183,"10657,2","10657,2",0,
841,Élections Canada,2006,1,"GRONDIN, GINETTE",6-8705,2006-06-21,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-09-30,91,15408,15408,0,
842,Élections Canada,2006,1,"MARJERRISON, PAM",6-8706,2006-06-21,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-09-30,91,19260,19260,0,
843,Élections Canada,2006,1,I.S. ANCANS,6-8707,2006-06-21,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-09-30,91,"10635,8","10635,8",0,
844,Élections Canada,2006,1,ROWANWOOD CONSULTING INC.,6-8710,2006-06-21,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-09-30,91,10700,10700,0,
845,Élections Canada,2006,1,AMEC EARTH AND ENVIRONMENTAL,6-8711,2006-06-22,472,Conseillers en technologie d'information,,2006-06-26,2006-08-15,50,"15080,58","15080,58",0,
846,Élections Canada,2006,1,CANADA POST,6-8714,2006-06-22,819,"Contrats de services personnels non professionnels, non spécifiés ailleurs",,2006-06-20,2006-08-31,72,14980,14980,0,
847,Élections Canada,2006,1,MID-NORTH CONTAINERS LTD.,6-8715,2006-06-26,321,Services d'imprimerie,,2006-07-14,2006-07-31,17,45903,45903,0,
848,Élections Canada,2006,1,CALDWELL PARTNERS INT'L  (THE),6-8717,2006-06-30,491,Services de conseillers en gestion,,2006-06-27,2006-08-25,59,63130,63130,0,
849,Élections Canada,2006,1,SPEARHEAD MANAGEMENT CANADA,6-8718,2006-06-27,491,Services de conseillers en gestion,,2006-06-26,2006-08-15,50,"23807,5","23807,5",0,
850,Élections Canada,2006,1,PROLET INC.,6-8721,2006-06-27,351,Autres services de communication non spécifiés ailleurs,,2006-07-01,2006-09-30,91,12840,12840,0,
851,Élections Canada,2006,2,LES CONSULTATIONS JOCELYNE,6-8719,2006-07-04,491,Services de conseillers en gestion,,2006-07-04,2007-03-31,270,24592,24592,0,
852,Élections Canada,2006,2,PF CONSULTING INC.,6-8729,2006-07-11,491,Services de conseillers en gestion,,2006-06-22,2006-11-17,148,24645,24645,0,
853,Élections Canada,2006,2,GLOBAL UPHOLSTERY CO INC.,6-8738,2006-07-05,1231,Mobilier et ameublement du bureau incluant des pièces,,2006-07-06,2006-09-30,86,"10350,9","10350,9",0,
854,Élections Canada,2006,2,PRINCE ARTHUR ADVERTISING INC.,6-8746,2006-07-06,301,Services de réclame,,2006-07-05,2007-03-31,269,"24978,9","24978,9",0,
855,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8748,2006-07-07,472,Conseillers en technologie d'information,,2006-07-10,2006-11-30,143,"10472,8","10472,8",0,
856,Élections Canada,2006,2,PAUL MORISSET,6-8751,2006-07-10,351,Autres services de communication non spécifiés ailleurs,,2006-07-12,2006-12-31,172,10600,10600,0,
857,Élections Canada,2006,2,CANADA POST CORPORATION,6-8757,2006-07-13,499,Autres services professionnels non précisés ailleurs,,2006-07-01,2006-12-31,183,18020,18020,0,
858,Élections Canada,2006,2,AIM PERSONNEL SERVICES INC.,6-8764,2006-07-14,813,Services d'aide temporaire,,2006-07-18,2006-12-01,136,"24813,75","24813,75",0,
859,Élections Canada,2006,2,INTÉLÉC GÉOMATIQUE INC.,6-8767,2006-07-18,472,Conseillers en technologie d'information,,2006-08-01,2006-09-29,59,29362,29362,0,
860,Élections Canada,2006,2,FLEYFEL COMMUNICATIONS,6-8770,2006-09-13,499,Autres services professionnels non précisés ailleurs,,2006-07-03,2006-08-15,43,19080,19080,0,
861,Élections Canada,2006,2,CANADA POST,6-8771,2006-07-20,812,Services d'ordinateurs,,2006-08-14,2007-01-27,166,36464,36464,0,
862,Élections Canada,2006,2,INTÉLÉC GÉOMATIQUE INC.,6-8779,2006-07-21,472,Conseillers en technologie d'information,,2006-07-24,2006-10-31,99,"31264,7","31264,7",0,
863,Élections Canada,2006,2,HARRINGTON STAFFING SERVICES,6-8781,2006-07-23,813,Services d'aide temporaire,,2006-07-24,2006-10-20,88,"18552,12","18552,12",0,
864,Élections Canada,2006,2,AMEC EARTH AND ENVIRONMENTAL,6-8786,2006-07-21,472,Conseillers en technologie d'information,,2006-07-24,2006-10-15,83,"18483,75","18483,75",0,
865,Élections Canada,2006,2,SECOR CONSEIL INC.,6-8800,2006-08-03,499,Autres services professionnels non précisés ailleurs,,2006-04-30,2006-09-30,153,24009,24009,0,
866,Élections Canada,2006,2,3783308 CANADA INC.,6-8804,2006-08-03,472,Conseillers en technologie d'information,,2006-08-01,2006-10-31,91,11448,11448,0,
867,Élections Canada,2006,2,CONEXSYS COMMUNICATIONS LTD.,6-8805,2006-07-31,472,Conseillers en technologie d'information,,2006-08-01,2006-09-30,60,15900,15900,0,
868,Élections Canada,2006,2,R.E. GILMORE INVESTMENTS CORP.,6-8806,2006-07-31,210,Transports d'objets non spécifiés ailleurs,,2006-07-26,2006-08-31,36,10547,10547,0,
869,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8811,2006-08-02,813,Services d'aide temporaire,,2006-08-14,2007-01-05,144,24486,24486,0,
870,Élections Canada,2006,2,DELTA PRINTING LTD.,6-8812,2006-08-03,321,Services d'imprimerie,,2006-08-02,2007-03-31,241,17967,17967,0,
871,Élections Canada,2006,2,LAC LIMITED,6-8814,2006-08-09,401,Services de comptabilité et de vérification,,2006-08-04,2007-03-31,239,"24003,7","24003,7",0,
872,Élections Canada,2006,2,IT ADVISOR INC.,6-8815,2006-08-11,472,Conseillers en technologie d'information,,2006-08-14,2006-10-30,77,24380,24380,0,
873,Élections Canada,2006,2,MORRISON AND ASSOCIATES,6-8817,2006-08-16,491,Services de conseillers en gestion,,2006-08-08,2006-10-31,84,"22896,72","22896,72",0,
874,Élections Canada,2006,2,SERIGRAPHIE ALBION SCREEN,6-8824,2006-08-10,321,Services d'imprimerie,,2006-08-10,2007-03-31,233,44520,44520,0,
875,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8825,2006-08-10,472,Conseillers en technologie d'information,,2006-08-14,2006-09-29,46,13144,13144,0,
876,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8826,2006-08-10,472,Conseillers en technologie d'information,,2006-08-14,2006-11-30,108,39432,39432,0,
877,Élections Canada,2006,2,INTÉLÉC GÉOMATIQUE INC.,6-8828,2006-08-11,472,Conseillers en technologie d'information,,2006-08-14,2006-10-30,77,"31312,4","31312,4",0,
878,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8834,2006-08-14,321,Services d'imprimerie,,2006-08-14,2007-03-31,229,34503,34503,0,
879,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8849,2006-08-15,813,Services d'aide temporaire,,2006-09-01,2006-12-29,119,"17231,63","17231,63",0,
880,Élections Canada,2006,2,LAC LIMITED,6-8857,2006-08-25,401,Services de comptabilité et de vérification,,2006-08-16,2006-11-15,91,"288627,4","288627,4",0,
881,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8858,2006-08-16,321,Services d'imprimerie,,2006-08-15,2007-03-31,228,"12637,32","12637,32",0,
882,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8865,2006-08-17,321,Services d'imprimerie,,2006-08-17,2007-03-31,226,27825,27825,0,
883,Élections Canada,2006,2,ALBRYDEV,6-8871,2006-08-21,491,Services de conseillers en gestion,,2006-08-22,2007-03-31,221,24486,24486,0,
884,Élections Canada,2006,2,"WESTIN OTTAWA, THE",6-8872,2006-08-17,499,Autres services professionnels non précisés ailleurs,,2006-05-01,2006-08-17,108,"19499,76","19499,76",0,
885,Élections Canada,2006,2,"ROBERTSON, CAROLINE",6-8873,2006-09-27,472,Conseillers en technologie d'information,,2006-08-21,2006-11-01,72,23426,23426,0,
886,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8876,2006-08-21,321,Services d'imprimerie,,2006-08-17,2007-03-31,226,"13684,6","13684,6",0,
887,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8881,2006-08-21,321,Services d'imprimerie,,2006-08-21,2007-03-31,222,"18398,42","18398,42",0,
888,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8883,2006-08-21,813,Services d'aide temporaire,,2006-08-28,2006-11-30,94,"16265,7","16265,7",0,
889,Élections Canada,2006,2,ALAIN GAUTHIER ENG.,6-8884,2006-08-31,499,Autres services professionnels non précisés ailleurs,,2006-08-07,2007-01-31,177,24592,24592,0,
890,Élections Canada,2006,2,CANADA POST,6-8887,2006-08-22,321,Services d'imprimerie,,2006-08-21,2006-09-18,28,"15717,07","15717,07",0,
891,Élections Canada,2006,2,BLUESKY STRATEGY GROUP,6-8889,2006-08-22,351,Autres services de communication non spécifiés ailleurs,,2006-08-23,2006-12-31,130,10812,10812,0,
892,Élections Canada,2006,2,"CANNING, MARIANN RUTH",6-8891,2006-08-24,491,Services de conseillers en gestion,,2006-08-28,2007-01-31,156,"24968,3","24968,3",0,
893,Élections Canada,2006,2,GILMORE REPRODUCTIONS,6-8892,2006-08-24,321,Services d'imprimerie,,2006-08-28,2006-09-25,28,"86074,46","86074,46",0,
894,Élections Canada,2006,2,SH NEVILLE AND ASSOCIATES LTD.,6-8901,2006-08-31,499,Autres services professionnels non précisés ailleurs,,2006-08-28,2007-03-31,215,"93279,58","93279,58",0,
895,Élections Canada,2006,2,WEBCOM LIMITED,6-8906,2006-09-25,321,Services d'imprimerie,,2006-08-31,2007-03-31,212,"45516,4","45516,4",0,
896,Élections Canada,2006,2,ADGA GROUP,6-8908,2006-09-19,472,Conseillers en technologie d'information,,2006-09-05,2007-01-18,135,83793,83793,0,
897,Élections Canada,2006,2,DELTA PRINTING LTD.,6-8911,2006-09-06,321,Services d'imprimerie,,2006-09-05,2007-03-31,207,"25276,82","25276,82",0,
898,Élections Canada,2006,2,1189645 ONTARIO INC.,6-8913,2006-09-20,491,Services de conseillers en gestion,,2006-09-14,2007-03-31,198,"24671,5","24671,5",0,
899,Élections Canada,2006,2,CGI INFORMATION SYSTEMS,6-8922,2006-09-14,472,Conseillers en technologie d'information,,2006-09-06,2006-12-15,100,132500,132500,0,
900,Élections Canada,2006,2,"BOVE, TONY",6-8938,2006-09-13,491,Services de conseillers en gestion,,2006-09-12,2006-11-30,79,21200,21200,0,
901,Élections Canada,2006,2,EXCEL HUMAN RESOURCES,6-8941,2006-09-11,813,Services d'aide temporaire,,2006-09-13,2006-12-22,100,"18416,97","18416,97",0,
902,Élections Canada,2006,2,SNC - LAVALIN PROFAC INC.,6-8948,2006-09-15,665,Autres équipements,,2006-08-29,2006-09-22,24,"12599,8","12599,8",0,
903,Élections Canada,2006,2,ACTION PERSONNEL SERVICES,6-8949,2006-09-13,813,Services d'aide temporaire,,2006-09-15,2007-02-02,140,"24962,05","24962,05",0,
904,Élections Canada,2006,2,"MORTIMER, DIANNE",6-8950,2006-09-21,491,Services de conseillers en gestion,,2006-09-18,2006-12-31,104,"24166,62","24166,62",0,
905,Élections Canada,2006,2,SI SYSTEMS LTD.,6-8951,2006-09-26,472,Conseillers en technologie d'information,,2006-10-02,2007-07-15,286,"83734,17","83734,17",0,
906,Élections Canada,2006,2,HUNT TEMPORARILY YOURS,6-8952,2006-09-13,351,Autres services de communication non spécifiés ailleurs,,2006-09-20,2006-11-30,71,"24867,6","24867,6",0,
907,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-8970,2006-09-19,321,Services d'imprimerie,,2006-09-19,2007-03-31,193,"10451,61","10451,61",0,
908,Élections Canada,2006,2,MTS ALLSTREAM INC.,6-8975,2006-09-21,472,Conseillers en technologie d'information,,2006-09-25,2006-11-30,66,46640,46640,0,
909,Élections Canada,2006,2,HARQUAIL PHOTOGRAPHY,6-8976,2006-09-21,332,Services audio,,2006-10-01,2006-12-31,91,14045,14045,0,
910,Élections Canada,2006,2,SANDRA NEVE,6-8977,2006-09-28,499,Autres services professionnels non précisés ailleurs,,2006-09-22,2011-08-21,1794,32330,32330,0,
911,Élections Canada,2006,2,GILLES PATENAUDE,6-8978,2006-09-27,499,Autres services professionnels non précisés ailleurs,,2006-09-22,2011-09-21,1825,23850,23850,0,
912,Élections Canada,2006,2,AL VILCIUS AND ASSOCIATES,6-8979,2006-09-27,499,Autres services professionnels non précisés ailleurs,,2006-09-22,2011-09-21,1825,23850,23850,0,
913,Élections Canada,2006,2,"HART, WILLIAM",6-8985,2006-09-22,351,Autres services de communication non spécifiés ailleurs,,2006-10-01,2006-12-31,91,11130,11130,0,
914,Élections Canada,2006,2,PAUL MORISSET,6-8989,2006-09-25,351,Autres services de communication non spécifiés ailleurs,,2006-10-01,2006-12-31,91,13515,13515,0,
915,Élections Canada,2006,2,I.S. ANCANS,6-8990,2006-09-25,351,Autres services de communication non spécifiés ailleurs,,2006-09-20,2007-03-31,192,24115,24115,0,
916,Élections Canada,2006,2,I.S. ANCANS,6-8994,2006-09-26,351,Autres services de communication non spécifiés ailleurs,,2006-10-01,2006-12-31,91,"10536,4","10536,4",0,
917,Élections Canada,2006,2,INTÉLÉC GÉOMATIQUE INC.,6-8999,2006-09-27,472,Conseillers en technologie d'information,,2006-09-26,2006-12-20,85,"39230,6","39230,6",0,
918,Élections Canada,2006,2,TRI-CO PRINTING INC.,6-9006,2006-09-28,321,Services d'imprimerie,,2006-09-28,2007-03-31,184,"63430,4","63430,4",0,
919,Élections Canada,2006,3,"MARJERRISON, PAM",6-8983,2006-10-12,351,Autres services de communication non spécifiés ailleurs,,2006-10-01,2006-12-31,91,21200,21200,0,
920,Élections Canada,2006,3,ENTERPRISES DERO INC.,6-8992,2006-10-06,1179,Marchandises et produits divers,,2006-09-25,2007-09-30,370,"119907,2","119907,2",0,
921,Élections Canada,2006,3,VOICEPRINT CANADA,6-9008,2006-10-17,332,Services audio,,2006-10-02,2007-03-31,180,15847,15847,0,
922,Élections Canada,2006,3,"VENA, CARMEN M",6-9027,2006-10-17,499,Autres services professionnels non précisés ailleurs,,2006-10-16,2007-03-02,137,"24374,7","24374,7",0,
923,Élections Canada,2006,3,MTS ALLSTREAM INC.,6-9034,2006-10-05,472,Conseillers en technologie d'information,,2006-10-09,2006-11-30,52,38160,38160,0,
924,Élections Canada,2006,3,KAREN J BURNELL CONSULTING,6-9040,2006-10-24,499,Autres services professionnels non précisés ailleurs,,2006-11-01,2007-03-31,150,"53016,96","53016,96",0,
925,Élections Canada,2006,3,LAC LIMITED,6-9042,2006-10-17,401,Services de comptabilité et de vérification,,2006-10-10,2006-12-31,82,98580,98580,0,
926,Élections Canada,2006,3,WATCH HILL AND ASSOCIATES,6-9045,2006-10-19,499,Autres services professionnels non précisés ailleurs,,2006-11-01,2007-03-31,150,"53016,96","53016,96",0,
927,Élections Canada,2006,3,GILMORE PRINTING SERVICES INC.,6-9056,2006-10-12,321,Services d'imprimerie,,2006-10-11,2006-12-31,81,"11454,36","11454,36",0,
928,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9061,2006-10-13,472,Conseillers en technologie d'information,,2006-10-15,2007-03-31,167,89146,89146,0,
929,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9062,2006-10-13,472,Conseillers en technologie d'information,,2006-10-16,2007-03-30,165,"98802,6","98802,6",0,
930,Élections Canada,2006,3,ACTION PERSONNEL SERVICES,6-9073,2006-10-20,813,Services d'aide temporaire,,2006-10-23,2007-02-28,128,"24932,95","24932,95",0,
931,Élections Canada,2006,3,EXCEL HUMAN RESOURCES,6-9074,2006-10-18,472,Conseillers en technologie d'information,,2006-10-21,2006-11-30,40,"24040,8","24040,8",0,
932,Élections Canada,2006,3,BRAINHUNTER  (OTTAWA)  INC.,6-9096,2006-10-23,472,Conseillers en technologie d'information,,2006-10-31,2006-11-30,30,19716,19716,0,
933,Élections Canada,2006,3,3149455 CANADA INC,6-9100,2006-10-31,499,Autres services professionnels non précisés ailleurs,,2006-10-01,2007-03-31,181,"53042,4","53042,4",0,
934,Élections Canada,2006,3,STRATEGIC RELATIONSHIPS,6-9103,2006-11-01,472,Conseillers en technologie d'information,,2006-10-25,2006-12-15,51,24804,24804,0,
935,Élections Canada,2006,3,COLLECTIVE MINDS CONSULTING,6-9107,2006-11-03,472,Conseillers en technologie d'information,,2006-10-25,2007-01-31,98,"63027,6","63027,6",0,
936,Élections Canada,2006,3,J.H. RYDER MACHINERY LTD.,6-9113,2006-11-01,1249,Autres pièces et matériel,,2006-10-20,2007-09-30,345,"41907,1","41907,1",0,
937,Élections Canada,2006,3,BELL ALIANT REGIONAL,6-9127,2006-10-30,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2006-10-27,2006-11-10,14,"20168,13","20168,13",0,
938,Élections Canada,2006,3,AMEC EARTH AND ENVIRONMENTAL,6-9134,2006-10-31,472,Conseillers en technologie d'information,,2006-11-01,2007-03-15,134,"86893,5","86893,5",0,
939,Élections Canada,2006,3,1270380 ONTARIO LTD.,6-9137,2006-11-03,491,Services de conseillers en gestion,,2006-09-08,2007-11-30,448,47700,47700,0,
940,Élections Canada,2006,3,BARBARA PERSONNEL INC.,6-9139,2006-11-02,813,Services d'aide temporaire,,2006-11-07,2007-01-19,73,"10067,24","10067,24",0,
941,Élections Canada,2006,3,BLUESKY STRATEGY GROUP,6-9155,2006-11-08,351,Autres services de communication non spécifiés ailleurs,,2006-11-06,2007-03-31,145,"11595,87","11595,87",0,
942,Élections Canada,2006,3,P AND S INVESTIGATIONS,6-9178,2006-11-27,499,Autres services professionnels non précisés ailleurs,,2006-11-01,2007-03-31,150,"93279,58","93279,58",0,
943,Élections Canada,2006,3,CORDS CANADA,6-9183,2006-11-16,1179,Marchandises et produits divers,,2006-11-15,2007-03-31,136,"10462,2","10462,2",0,
944,Élections Canada,2006,3,ST. JOSEPH DIGITAL SOLUTIONS,6-9197,2006-12-01,321,Services d'imprimerie,,2006-11-03,2007-03-31,148,"33566,1","33566,1",0,
945,Élections Canada,2006,3,CANADA POST CORPORATION,6-9201,2006-11-23,670,Équipement d'informatique,appareils et logiciels,2007-01-01,2007-12-31,364,"10048,8","10048,8",0,
946,Élections Canada,2006,3,DELOITTE INC.,6-9203,2006-11-27,472,Conseillers en technologie d'information,,2006-11-27,2007-01-05,39,24910,24910,0,
947,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9211,2006-11-27,472,Conseillers en technologie d'information,,2006-11-27,2007-02-15,80,47912,47912,0,
948,Élections Canada,2006,3,TERAMACH TECHNOLOGIES INC.,6-9216,2006-11-29,1226,"Matériel d'ordinateurs gros/médium, ordinateur principal, mini",,2006-11-29,2007-11-29,365,"98650,02","98650,02",0,
949,Élections Canada,2006,3,SI SYSTEMS LTD.,6-9222,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,"61612,5","61612,5",0,
950,Élections Canada,2006,3,SPEARHEAD MANAGEMENT CANADA,6-9224,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-07-20,231,"118057,5","118057,5",0,
951,Élections Canada,2006,3,EXCEL HUMAN RESOURCES,6-9226,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,64077,64077,0,
952,Élections Canada,2006,3,BRAINHUNTER  (OTTAWA)  INC.,6-9227,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,"61146,1","61146,1",0,
953,Élections Canada,2006,3,MTS ALLSTREAM INC.,6-9228,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-07-13,224,118720,118720,0,
954,Élections Canada,2006,3,BRAINHUNTER  (OTTAWA)  INC.,6-9229,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,12720,12720,0,
955,Élections Canada,2006,3,BRAINHUNTER  (OTTAWA)  INC.,6-9232,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,"67527,3","67527,3",0,
956,Élections Canada,2006,3,EXCEL HUMAN RESOURCES,6-9233,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-07-31,242,"109095,2","109095,2",0,
957,Élections Canada,2006,3,MTS ALLSTREAM INC.,6-9234,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-07-15,226,118720,118720,0,
958,Élections Canada,2006,3,MTS ALLSTREAM INC.,6-9238,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-07-15,226,118720,118720,0,
959,Élections Canada,2006,3,AJILON CONSULTING,6-9239,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,"53667,8","53667,8",0,
960,Élections Canada,2006,3,AJILON CONSULTING,6-9240,2006-11-30,472,Conseillers en technologie d'information,,2006-12-01,2007-03-31,120,"60133,8","60133,8",0,
961,Élections Canada,2006,3,MANAGEMENT COUNSEL INTERNATIONAL INC.,6-9244,2006-12-13,472,Conseillers en technologie d'information,,2006-12-01,2007-01-31,61,"24894,1","24894,1",0,
962,Élections Canada,2006,3,EXCEL HUMAN RESOURCES,6-9246,2006-12-01,813,Services d'aide temporaire,,2006-11-29,2007-04-13,135,"23402,57","23402,57",0,
963,Élections Canada,2006,3,VANKELLERS EDITORIAL,6-9254,2006-12-05,351,Autres services de communication non spécifiés ailleurs,,2006-12-01,2007-03-31,120,13992,13992,0,
964,Élections Canada,2006,3,CHRISTIANE PICARD,6-9264,2006-12-08,351,Autres services de communication non spécifiés ailleurs,,2006-12-11,2007-03-31,110,"13817,1","13817,1",0,
965,Élections Canada,2006,3,AJILON CONSULTING,6-9265,2006-12-08,472,Conseillers en technologie d'information,,2006-12-11,2007-03-31,110,"47747,7","47747,7",0,
966,Élections Canada,2006,3,"DALEY, LOUISE",6-9298,2006-12-15,351,Autres services de communication non spécifiés ailleurs,,2006-12-18,2007-04-26,129,"24764,25","24764,25",0,
967,Élections Canada,2006,3,CANADIAN POLICY RESEARCH,6-9302,2006-12-15,492,Contrats de recherche,,2006-12-15,2007-08-31,259,31800,31800,0,
968,Élections Canada,2006,3,CGI INFORMATION SYSTEMS,6-9311,2006-12-19,472,Conseillers en technologie d'information,,2006-12-21,2007-02-02,43,15635,15635,0,
969,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9314,2006-12-19,472,Conseillers en technologie d'information,,2006-12-19,2007-01-31,43,"21989,7","21989,7",0,
970,Élections Canada,2006,3,AJILON COMMUNICATIONS INC.,6-9315,2006-12-19,472,Conseillers en technologie d'information,,2007-01-02,2007-03-31,88,"41382,4","41382,4",0,
971,Élections Canada,2006,3,"GRONDIN, GINETTE",6-9331,2006-12-22,351,Autres services de communication non spécifiés ailleurs,,2007-01-01,2007-03-31,89,"10589,4","10589,4",0,
972,Élections Canada,2006,3,I.S. ANCANS,6-9334,2006-12-22,351,Autres services de communication non spécifiés ailleurs,,2007-01-01,2007-03-31,89,"10573,5","10573,5",0,
973,Élections Canada,2006,3,"MARJERRISON, PAM",6-9336,2006-12-22,351,Autres services de communication non spécifiés ailleurs,,2007-01-01,2007-03-31,89,12720,12720,0,
974,Élections Canada,2006,3,"GRONDIN, GINETTE",6-9342,2006-12-27,351,Autres services de communication non spécifiés ailleurs,,2007-01-01,2007-03-31,89,10600,10600,0,
975,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9343,2006-12-27,472,Conseillers en technologie d'information,,2006-12-27,2007-05-15,139,"60059,6","60059,6",0,
976,Élections Canada,2006,3,INTÉLÉC GÉOMATIQUE INC.,6-9346,2006-12-27,472,Conseillers en technologie d'information,,2007-01-08,2007-05-31,143,"79897,5","79897,5",0,
977,Élections Canada,2006,4,ADVANTAGE PERSONNEL,5-6578,2006-01-12,813,Services d'aide temporaire,,2005-11-30,2006-03-31,121,"17503,33","17503,33",0,
978,Élections Canada,2006,4,MAXSYS ABORIGINAL SERVICES,5-6580,2006-01-10,813,Services d'aide temporaire,,2005-11-29,2006-03-31,122,"17955,46","17955,46",0,
979,Élections Canada,2006,4,MAXSYS ABORIGINAL SERVICES,5-6582,2006-01-10,813,Services d'aide temporaire,,2005-11-29,2006-03-31,122,"17955,46","17955,46",0,
980,Élections Canada,2006,4,THE ASSOCIATES GROUP OF COMP.,5-6593,2006-01-06,813,Services d'aide temporaire,,2005-11-30,2006-03-31,121,17120,17120,0,
